key,source,target
/D3E9009E43E0327FC24371950104BD21,"*Sigh* As you can tell, we @MONSTER_RACE@ have extremely intense sexual desires.",
/5B354C0D4D37B6FD0F25BCA917BD6BE1,*Sigh* How I dream of what it would be like to roll around so freely.,
/E0E93AA54E36B2C3F876CEBE1F52C2FC,*Sigh* How I wish she would fly over here and sit her golden nethers upon my face... so that I might taste her once more.,
/F88AA516424D4DB3A67953803B2F3000,"*Sigh* I hold them dear, but pity them for not being born Kraken.",
/5A45FE0E4DF250F62CA7DBA9E82E9782,*Slurp* *Lick*,
/8DA42A584992D1AF833DDA8EA615FB7B,*Slurp* *Lick*,
/8F1086D44A2F92032FB2109D420506BA,*Slurp* *Lick*,
/FCA66F654F21F79586D7899A9C2CADC5,*Slurp* *Lick*,
/23F2F9554DE5B355FC5887BC91313DC2,*Snarl*,
/33869B7A401E77AD997246A9AFD3C136,*Snarl*,
/33E5BA9741C0AE4944E1E5BBC54FDCFA,*Snarl*,
/47F7DAF04C7F69F373B132BD8B955A76,*Snarl*,
/CDF29C5A40823CB4D1E542912EBC57B8,*Snarl*,
/176F7A314E26B5F6293327AB991F4EAA,*Snarl* Glorious!,
/86F7371A4137035AE44922A31E9A0F25,*Sniff*,
/D8702B7C4C5E95A9D843A79FCFBFB106,*Sniff*,
/D9E588CA4CF77A887584A3B57617B58C,*Sobbing*,
/3B83735E49E0C65B9C47E19DEE0B3417,*Strange moans and squishy noises can be heard within.*,
/64D03AEC41B764C9BCFB0CAAED5A58DD,*Strange moans and squishy noises can be heard within.*,
/0F0B2E364C42C3D6BACC018A46DB5BE4,*Suck* *Lick*,
/4F22AF88435E097FF70CB6A004C9072F,*Suck* *Lick*,
/F042509A4B58E96016C6A38E05689C66,*Suck* *Lick*,
/2126F09F4B710631419B5DABA6528521,*Suck* *Suck*,
/2E25C7F94C5F91F1328BC39C52574333,*Suck* *Suck*,
/396BA75142AC2655B980A8AEF0F46AA5,*Suck* *Suck*,
/52AF81564974B34FF6A257A0B0BDA77F,*Suck* *Suck*,
/537B245D4CBB8BD28882D3AB47480EA4,*Suck* *Suck*,
/6B00C5C74D9E87523316E2827BCF76F6,*Suck* *Suck*,
/84ECDF64481524BC47B862968D5475BE,*Suck* *Suck*,
/90AAD27D43E39D45DAC8A492F1373436,*Suck* *Suck*,
/D9F77A0E43A8B000912D6AB5C30FD924,*Suck* *Suck*,
/E34457BA4EEA184519C5E4AAD2E0B122,*Suck* *Suck*,
/028888074663A2B5FC011EAC0D00D598,*Yawn*,
/1575CF2A407E5902F730DC8D371600B8,*Yawn*,
/18D516804A696B2E26F984AD98658147,*Yawn*,
/2712D948400D0F0468F1648A3DD07FC2,*Yawn*,
/33270536445BE9438AD4AAAD1EDA7D04,*Yawn*,
/560A29014AB558719DDBF6ABAA67FA3F,*Yawn*,
/6A277E764B99F23B046FFE95951B7167,*Yawn*,
/710A38FC430B6DF887735D9223F680BF,*Yawn*,
/8CE58038458B9EE2ED5C42B6D041F246,*Yawn*,
/9894566A4CC22E8EE536A59E367BF98A,*Yawn*,
/B864A1D642255D8E7C1821AC53EC9231,*Yawn*,
/C754BECD425BE68215C40C83E1C20486,*Yawn*,
/CD613C4E4D7028EB64E5E5935A566A59,*Yawn*,
/D7E7E12B4767D31A3CE24A8482D778F1,*Yawn*,
/E78014204571761B1D4386967C5DDEC3,*Yawn*,
/E79C52514246BC9F37D1229336510455,*Yawn*,
/E9AAA47346233FC7AA1D1199EF22E525,*Yawn*,
/EF4128474D0B5368135F3487ADA0B5E1,*Yawn*,
/F1DF0EFD4196365D249B2EBDA93F7F85,*Yawn*,
/F1F7298B410206F79F9A618B4E85285D,*Yawn*,
/F25330D54E72EF19755F61A87708592D,*Yawn*,
/FA986E53459F35B9F05FE5909E9153CE,*Yawn*,
/FC2F069D44AFDC7F142B229F01E18654,*Yawn*,
/FC62DCE3404392A2DABDC6B0B49BE458,*Yawn*,
/FF253FEB43BC16D2514812B148B6F942,*Yawn*,
/D7D031AA47A9423B1EE418BC71725DDA,*Yawn* Might need a nap after we make love again.,
/FEB03B36414C543E3D3737B9AB198545,*Yawn* Might need a nap after we make love again.,
/062BF73B4B395D58420F2C8348C298C6,*Yawn* Sure beats having to move and actually do stuff...,
/B45EF6E74E22FFBCF6D2F1B796BA55B2,"*Yawn* That never gets old, such sweet release.",
/636337B7462B892A2EFEBA87B4037B31,*Yawn* Yep.,
/257B7F1B419C802F683F9BA4A558A206,*Yawn* You again...,
/30B4EDAF4D579766E7CE6082217D4CAC,*Yawwwwwwn*,
/034A5C0F4CB9984BC7F902A4AE65BB8A,...,
/38A804064868E5E8FF3BE5A81144D82A,...,
/3B79840D47C6CCB278E40AB26C3546E7,...,
/41480BAC414E8393545F14A5AF5C1CBD,...,
/442AA41044275C5F5330F99CF2ECE542,...,
/49DC40D24B51D1AB62F3B6A881228980,...,
/51FAB478484E006C8F04E28F37E5D4D3,...,
/53D49D34442BE0C5E4A971957D2298CD,...,
/58A8C4EA402471CFC5C6DF9121D86086,...,
/6473C6F3408A6FDB0321298B46707D81,...,
/67E8752E482B4F96EC745D8BB55B5F68,...,
/8839893A45BD5AC8569BAD8798ACEE15,...,
/8F007620423E7F8C613814916858A58C,...,
/91BFB5AF42AF2A7DA5B8219CB5296CAC,...,
/B87B8D5E4C3F16D731F4EA884051A1FD,...,
/C636175C4CF5AE827A704F85AE8E4032,...,
/D2C5AD664FCA892932A70188B37B1378,...,
/D6BF802E4E5B43F72E7B4F90BD61A387,...,
/E1682EC8470332A4284BBB8EEDB147A2,...,
/E264C5AA4DFA58630DD1B5AF551D5C38,...,
/ED550A2148D3A000A85A3888AF7B31B1,...,
/FD4609F340081E569544E6914EAA6434,...,
/59AE8221430C7DB9A85B7BB2B4663795,"@BREEDER_NAME@, I am yours, through the Goddess.",
/48ECD1FC4E34FAB69B41249F46A1CAB8,@BREEDER_NAME@. Long have I waited for your arrival.,
/887E11C1414E35B9B9420BA80FD5A411,"@MONSTER_RACE@ are half human, we know this for a fact. To be honest we've never had a human here to... experiment with... until now.",
/71AEDBFC4C75BF861690DB96D8D3E7D4,@MONSTER_RACE@ genitalia functions mostly the same as human genitalia--albeit much more... robust.,
/DAC926244203A48C0547B89807D93FA8,@MONSTER_RACE@ on the other hand reproduce almost instantly.,
/0A1E776A4877D11A8A4716A6FEE789C1,"@MONSTER_RACE@ origins are ancient and unknown, but we desire one thing above all else...",
/5C9673D0476DF1FF65CB63B5F142C7FE,"@MONSTER_RACE@ origins are ancient and unknown, but we desire one thing above all else...",
/3AD376874C56281EC3CDA2BCD39AC51E,"@MONSTER_RACE@ you catch won't be blessed like me!",
/421A6EEB4894FA5513454B9A113B5D73,"@MONSTER_RACE@ you catch won't be blessed like me!",
/F79308E4449E12AB211CF78CC8200DA9,"@MONSTER_RACE@ you catch won't be blessed like me!",
/F6A2BD8D4CBE73666D030B83D56908E8,@TRAIT_LVL_COST@ shall suffice.,
/DADDEBF642EA8FAF8F912C830249D0E6,@WORLD_NAME@ is my world.,
/0D3C4D8D4F6C01DE00A1B88BD745C860,A bath perhaps? Or maybe one of your wild ones made love with the dirt. I will wash them all.,
/876C0AAA40651DB0D464218A41FDE0CB,A centaur never backs down from her duty. I have sworn an oath and nothing will sway me!,
/286C68074B4BC23284A19AB99A24049A,A chance to make a cherry with a human...,
/193F948E4333F3741026EABB87402DD3,"A chance to mate with a human is making my hearts pound, and my tentacles slick...",
/89AD310E47680E241C7AEEB5C24A9E59,"A chance to mate with a human is making my hearts pound, and my tentacles slick...",
/8CD67FB74B2E43F406AB5B932B717B19,"A chance to mate with a human is making my hearts pound, and my tentacles slick...",
/0417FF204F76BA02C95525915D7673A9,A clumsy lamia with an oversized behind came down here a few years ago and left it there.,
/C5CEDF194D3B59C00FF3338949A33FDE,"A deal is a deal, take it.",
/2F11F20945669A4E95B79EA1B7856C2A,"A dryad's power reaches its peak at the moment of orgasm.",
/431393014FD2AE0F14B10994F1A6E951,"A force was needed to contrast the light, and so the Goddess gave into Her most lustful desires and birthed the darkness.",
/E82D05B04D7461ACFB177EBE4ED8C772,A gate was opened.,
/396D6F1D4A5CDF3A44406A84BB8CE6D9,"A human filled with lust comes before me, this I know.",
/0BB0A695454FD69DAA129F82F023EB23,"A human! A super cute human, this is my lucky day. I've been waiting for this phenomenon for... huh. Well as long as I can remember!",
/B2DF6AC642DDC3C552F43290DCBE4EA7,"A human! A super cute human... this is my lucky day. I've been waiting for this phenomenon for... huh. Well as long as I can remember!",
/B34ADF5D4AB31A7DC61000950C44B54F,"A human! A super cute human... this is my lucky day. I've been waiting for this phenomenon for... huh. Well as long as I can remember!",
/DD27BA4F486D3C23B0BAE6ABF193831E,"A human... t-t-that's not something you see everyday.",
/9376B5AE48D48B7CA5084B81F2F5181E,A human? How neat!,
/FD60314C4ADEEDC7A454ECA6AA29E42A,"A lamia's body is very sensitive in certain places, and if massaged correctly can induce a nice orgasm.",
/B7ABB23A457CC2E34BB616933364E7F3,A larger giver uses its strength to lift the receiver while penetrating from behind.,
/1CB51DBE4D43642F605E479B59AC73A0,A mechanism was activated.,
/1BE4B0584A935AE797E21B89CFDDEBF9,A mechanism was repaired.,
/B601DE914360E4E4962B9BAE17334C67,A pity indeed human... I suppose such low standards are fitting.,
/AA16BE3B4732F407329ED6B450557C71,"A strange song approaches me, a tune not heard in this land.",
/33DB6107453143BAF4F8B0A81EFC2634,"A swarm of horny bats no doubt, or maybe a giant leech.",
/E255306C4E1CCD9DDB61B0AAC4AFBF04,"A titan with plenty of muscle should work, use those breeding skillsssss.",
/C6B18EAC4E513704AB264E9A875521FB,A very sad song radiates from within...,
/E63E125C4A07D646D1BFD48E816B5B37,"A wise choice human, for the Goddess has further endowed wild @MONSTER_RACE@.",
/2792356C47CF43619493DA8F71F0D9A0,A world of sex and adventures awaits!,
/AE61589245BE1F5DEB7163B4C2AD2756,A world of sex and adventures awaits!,
/FAA596EC4B5291C8FF02FC9966C3C4B6,"AND I have!! For nearly 1000 years, down here all by myself...",
/3EF6E0F646189B89DDE495A5A01F7FC3,Abomination,
/51444A264763D03D8B5051AEDAB55B5F,Abomination: This one was the product of incest.,
/A926E381450A057D1E6C1598ABA5B917,About that dungeon over there...,
/D2F9DD5648274637A18B9A8777C5CF03,About that orb...,
/437DBE7940749A6838FDA39FD90FF637,Accept,
/4190CA08434458A4DA0C58AFFD9BDDC9,"According to my theories, I estimate @MONSTER_RACE@ are about 18 times as lustful as what we think humans to be.",
/9FAD5CA34B7A4B192E688C9C72A825B3,"According to the high priestess Leylana at the temple, the Goddess and her angels descended from the heavens.",
/17607CE74517243E14D7458209F5B954,"Actually that wouldn't be useful now that I think about it, but anyway where was I...",
/653BCE96424AE552DCA4D7853B50BC39,"Actually, fat ass reminds me of something!",
/CF30D7124F42031F52DA0DA6849D4457,"Actually, nipples reminds me of something!",
/B89AB95C43AA6DC8279A10A4ECA0DD22,"After being down here alone for so long, I had forgotten what it was like to speak with someone.",
/E04E71634CD5DA9067A43C8F3AE1A4F3,"After decades of growth, the fruit will fall off and a dryad will emerge.",
/3432E91146A4FE41E5BCC2825E37B64C,"Ages later, the universe was filled with Seraphim and Demon alike.",
/0180484249AE71470005A78484607A18,Ah I suppose you are like most @MONSTER_RACE@ then.,
/B5AD6A9A40AB4528FFC0BCBCD051C66B,"Ah little one... you are now mine. Don't be afraid, for I only wish to please.",
/C80F35DE492B934FC30FBE82A653139B,"Ah shooooot, my pearl went and rolled away again.",
/CFA095544A3BB18577988A9489DE24CC,"Ah so it is true. Indeed, a human does walk the dry land.",
/1F2830D14059782BF943B5BD1F8A5942,Ah such a glorious mate you have given me!,
/B7A48A8D48179006F728B3895940A90C,Ah the glowing rock trapped in my web.,
/8B00CDC34E04516D070B8DA2C1B3CADE,Ah yes... ohhh... I love titans. Their pussies can take so much tentacle! Ahhhhhh...,
/7D4DC0064FB622869AA3E3B8CFCF2444,Ah you mean the Cockblock Gates.,
/5091F30244DD52A6CED9788A1B9B6A79,Ah! Mirru princess of the sea will not divulge such things!,
/4A8BADCE4B9CDED5FAF83F9E2C212E8C,"Ah, well I could grant you access, but... there is something I want in return.",
/60410B284D389F42A420F0BAD4C32CD1,"Ah, well I could grant you access, but... there is something I want in return.",
/EBE827C94A2D86F5892666AE1E82AF18,"Ah, well I could grant you access, but... there is something I want in return.",
/D6ECEFA141121C7CDA69A5BAC65087CE,"Ah, you wish to have sex with the mighty Titans; I can respect that, for I have done it many times.",
/2097255843ED88B547BACA9E047EAF7A,"Ah... send me there now, so I can make love with the seraphim.",
/035F52234F8DA96ED37A5AAC5DD88039,"Ahh, plant your delicious seed in my little body! Give me... ohhh... all of it!",
/4FC454FA455E4284639DF9A235A1B888,"Ahh, plant your delicious seed in my little body! Give me... ohhh... all of it!",
/FB857A0E425DC310680C179A127076D3,Ahh... it feels so good! I am going to cum.,
/59EF8E454FA9D93BA790BF92B0EE3873,Ahh... my Lamia tongue will make you feel so good...,
/00D1AE354BA8FEC1FB7DB5A02D3F12AA,Ahh... oh! Ahem.,
/D4B876E04002BC56FF720D829DA04785,Ahh... oh... so delicious.,
/7ECA06BA481C3327A91288A9BFF1F23D,Ahh... ohhhh... yes!,
/E45685834D7AE2795D9FA29F5CCF8B18,Ahh... ohhhh... yes!,
/E1E5995441F81E5B6E79E8A5481789F0,Ahh... ohhhh... yes! Please both of my tentacle heads...,
/613E368A449069B472AC11842731C6AB,"Ahhh so sweet and creamy! I haven't felt this good in decades.",
/737ACFDE44717F24FCFA89B1A6780AA2,Ahhh yes! Fill it with your human seed... ohhh.,
/3388B3134E9C8C83D182D5B5C5F89B85,Ahhh yes. I love spinning stories as much as webs.,
/E6729AE74984F181641135921F97D449,"Ahhh yes... I knew you wouldn't be able to resist.",
/5E8F33C74DE660C4911FD98A332F6BDE,"Ahhh yes... place your mouth upon my teat, for it is custom for all subjects to taste of my honey.",
/126A37464CDC80C2064AD5A080275181,Ahhh! *snarl*,
/B00960644B62BA0C4CBBCD83C25D5855,Ahhh! *snarl*,
/3E483C5F491D4BAE82E56082A61D1FA0,"Ahhh! She's the perfect toy for such a boring task. You have my thanks.",
/6379514848749545793A39AD4E9E21C5,Ahhh! This is glorious. Shall we have some fun?,
/25B1D5324C391F39CC5CB29E6F09D088,Ahhh...,
/0B2CFD3342EAE68FB552BF9F7876374B,Ahhh... I feel so good!,
/53B2E09F4A5C770431651A9B727EA17D,Ahhh... I have never felt so good!,
/F2106FBD47C33358DD8CBE9C4F4ABE40,"Ahhh... I sure do appreciate tak'n yer time to please this old milkmaid.",
/7365BE234ED4E8EDDF85DB8E0969FC63,Ahhh... chubby bovaur girls feel amazing... oh... more...,
/354E29D445D2F28CFD2E2782082F8D11,Ahhh... come here human!,
/96CB06FD409452A1B37913AA11EB845B,Ahhh... come here human!,
/AE3965174058DAA4A2D8FD8C7017CB5B,Ahhh... come here human!,
/350B5B304D18A9FD50E44AA8A979877B,Ahhh... so be it!,
/C31358424DDC04F9D0E9C2AFEADAFCE4,Ahhh... so be it!,
/E6DF566B4266A251F6FF7BB314816D3C,Ahhh... so nice to relax... so nice to let my tentacles do all of the work.,
/8CDBFE6141B0505672CA5BAAD842B1B4,Ahhh... the milking process is... quite pleasurable trust me human.,
/D18A973C4069F563C77183BB99A02A23,Ahhh... the various blessed ones around the world take turns volunteering to be the toy.,
/4CC5D673471A3B46D285D681BCAEC1A8,Ahhh... yes! Well what are you waiting for?,
/22A642E14AB14A866F4A749782B623B0,"Ahhh... yes. My desires are surging, won't you indulge in my body? I will try to be gentle.",
/6F1214E04CFF55C4F15CF6B9593AE091,"Ahhh... yes. My desires are surging, won't you indulge in my body? I will try to be gentle.",
/CE27DDF94397A475B6331E9CAF6EB7C5,"Ahhh... yes. My desires are surging, won't you indulge in my body? I will try to be gentle.",
/286A87EF4B548CC93C923E8157ADBBFD,Ahhh... yet another load for my giant ass. Hiss!,
/C0073F7149266435A304ECAB73399664,"Ahhh... you made me feel so good, I've never produced such a large fruit.",
/6F5E6DAB49A4FDFA3CF6ADB4F98239E5,"Ahhhh! Suck 'em hard, 'mai milk is all for you!",
/E29F5BAA40F6C8758245C58555D4F73E,"Ahhhh, your fingers are magical, go deeper! Deeper human, oh yesss.",
/0FDE723F46BC47FD23DB75A6EDA9C79C,Ahhhh...,
/BD6CCEB440D9DEC7D0A7988EC78DC07B,Ahhhh...,
/C5A392E248451A7506C787B6B7724091,Ahhhh...,
/B4EE06C74FAE28B1E6582DA75E5C7338,Ahhhhhh...,
/3AD149F249D46CC8CCB146B464F0C53D,Ahhhhhh... finally!,
/CB33A30443A49D785E679B8402D1E3CF,Ahhhhhhhhh... yes!,
/D9FB570C43AD0DD02FC1EA8FBF6685E7,"Akabeko not found in the wild, her pussy felt unique! Grrrrr!!",
/9B115CE5485736847F748591F0C8FB2A,All have been pleasurable and delicious... but oh have I wanted something more...,
/D681E76840B85B19D8C08BBCF50268C8,All have been pleasurable and delicious... but oh have I wanted something more...,
/E1403BCA4E98EC6272FC2E86F860771C,All have been pleasurable and delicious... but oh have I wanted something more...,
/E082A93948F5919CEB7D19BF935DA14E,"All were in vain, for I am an archangel, but her kindess and loyatly to the Goddess are unquestionable.",
/1494AA5040692D75A2E458AE890541FA,"Allow me to show you what She shared, if I may.",
/5C17953A4E43CD3EE715BC8BE3D80889,"Also, keep your eyes peeled for Blessed @MONSTER_RACE@. We can be found in all corners of the land and we would love to... make your acquaintance. ",
/B3B9D4DE46AC98F7EC5432A2F06C92D6,"Also, you will be making more cute little @MONSTER_RACE@ for me to ""play"" with!",
/1C9CDC1147105A3D3F0A43BB6C94695C,"Alternatively, you can recharge your spirit form partially by engaging in sex with blessed ones.",
/FBDDB80F480F00F6DF7E1BA03EC927F6,"Always she crawls to me, begging me to suck her juicy nethers and breasts... and I gladly oblige.",
/F3E1DD1B4ED3DA2D29DB4CA040F01A59,"Am I to undertake a journey to find this winged maiden... no, she said to remain in the jungle.",
/93200BC643D32038D21FA9A6972CB59F,Amazing!,
/8778E21C45BEF3475418C79BD3B95062,Amazing! I never thought I would see a real living human.,
/341E99EA4A6DE606AFFC6D8A11C1B7D5,"Amber's tits are bigger than me! Why is this world so cruel...",
/51E33E8544C5A1055CF34EA764D9E53C,"Amber's tits are bigger than me! Why is this world so cruel...",
/CFDBD54945D68B87A04B7B9DDE06F521,"Amber's tits are bigger than me! Why is this world so cruel...",
/E95C5DA945F5D8A92099E9892F4615A7,Amorous Hallows,
/E869210B499044B8227AF0B4F982A564,Amorous Hallows is now accessible.,
/017CCB4443E3658AEA961E9EDC5B53BF,"And I'm one of them! A blessed female Painted Elf to be exact!",
/4941188D4EE43A48ECE99F9361838C0C,"And I'm one of them! A blessed female Painted Elf to be exact!",
/D60B38ED43ABAC98BCB33FBB4B3477F4,"And I'm one of them! A blessed female Painted Elf to be exact!",
/C45BFAF14EABF8D1BD3502825C5C1560,And became one with the Goddess who indulged in beastiality.,
/AD478B234D74F4166BEDE6A5C70593F6,And believe me human... it has been awhile.,
/EB6E4330432136A859E45AAF024E2DC0,And perhaps to suck my companion dry when the hunger arises... but I always strive to make it feel good.,
/C03BBCDD4AACD3CC387AAAB2A4FD00E9,"Anyway, once you've built an enclosure you can catch @MONSTER_RACE@ of that type.",
/6D1219CB453AA152B8E0548996E8123B,"Apparently, if you go deep enough, you will find hell itself. Filled to the brim with lusty demons and dark magic.",
/94FAC38648F37068EA98D4BEB220AA61,"Apparently, the males and futas had two dicks.",
/B1435DF7419D2F4948DD9B9EFF8E628E,Are all of these wild dragons your children?,
/085EF70E45D784AFAEFB07BC461A23D9,Are all orcs as brash and dumb as you?,
/29D016C340DC8B3F658D1A81BD0D7C54,Are you a Blessed @MONSTER_RACE@?,
/DC3F654D485B4A5558C482B697A01B3C,Are you ok?,
/9BEC7EC14A940A783E8663AA7B3265EB,Are you one of the seven sexy sins?,
/CE86D5D34609962D9883CD82312DAC88,Are you sure you can handle this human?,
/F539C90E493265602920739266B04C87,"Are you sure you want to give this to me? Oh... I don't know what to say.",
/21BE387B4EB98EE4F33C72AEBA109819,"Aren't you tired human? I sure am... now I wish to relax.",
/6CB831D941AEE9434FD42E8EA0AA651D,"Aren't you tired human? I sure am... now I wish to relax.",
/E17B89624E06BB5038FB7A90A70FFD12,"As Hedon's oldest citizen, I remember trying to fit in there ages ago.",
/9BF2AD09410781A66302329DB25BA0EC,"As I meditate, all I want is to make love with you.",
/1375B52C45BC0C13C5B21D954838AE4B,"As a butterfly, my t-t-task is to fly around the world and collect exotic nectar.",
/64CC71FD416D9657B85C8B867FC921DE,"As queen, I am entitled to constant pleasure. Yet, my daughters are busy collecting nectar.",
/2F7D02EE4B2C5C30E72919BE9D83BD1F,"As reward, the Dragon Matriarch promised me a chance to mate with her, and I can't wait!",
/E999DFEA4E92B84DC1426192191A75AA,"As she turned to face me, her massive ass jiggled and settled into place.",
/E0C87F904575D628A6EAEFAD7A1DD491,"As such, we frequently find ourselves on the receiving end of sex...",
/87AE8529473D2DEE9E580591D88F1EE5,"As you might have guessed from the name, ejaculum-phallis are famous for producing tons of nectar.",
/8323A0B240DA89AE9385A6970E54FC26,"As your servant, my body is yours. Please thyself, for it matters not to me.",
/B0F5CCC741FEDFC39587579F638D56DC,"Asking one of the @MONSTER_RACE@ if they masturbate all day is the most redundant question I've heard.",
/240E4A09421F907A3C7714B84A5BF051,"At first I was annoyed, but then it became fun... hiss!",
/FA4364AD420E7246DD976FA55489258C,"At least, I can promise a Kraken's body will provide our mates with enormous pleasure.",
/11C0FBB845185DFCD5E67DA5B758B432,"At me peak I could barely walk! The jugs 'an belly were mighty heavy.",
/E82ABEEB4DFDC274912B3E9EA8ECF8F2,"At the end of each day, the worker bees will milk the queen and store the honey in jars and combs.",
/E663A2A8494081C671EA74A317740FAD,Atypical,
/76C3B8B24ADB1D21C1F205A4E3B35D2A,Atypical: Inherited an unusual size for its variant.,
/DDEC9C474F3624331E30EEB35B19842A,Autumn is satisfied.,
/7C3236894BBFE97A5B89BC84CF6B44F2,Aww the cute human has returned.,
/308B8DB245EC118210674A84BB3AFDC3,Aww what an adorable titty pony.,
/D8048E504EF52CFA3D3F618130F77DB0,Aww what an adorable titty pony.,
/DFB53AE34E11B2B7F6CF9CA8F2E86A64,Aww what an adorable titty pony.,
/729B81554E3D9EF979C07FB7C419E3C5,Aww! Someone wants their dick sucked!,
/C481F9C149A5312156D0E78C43255CE9,Aww! Someone wants their dick sucked!,
/4FD31BBE4149189F2C525B911BC63025,Aww! Someone wants their labia licked!,
/DB49BD62447CAE7EAA40869818522E59,"Aww. I'm no Titan but...",
/07035EA54B778F47897F278270889BBF,"Aww... it's so adorable watching them figure out how to reach the fruit on the high branches.",
/B1BEC3C54841F5611ED8E1A3547AD05F,"Awww! I could just squeeze ye between 'mai jugs 'til ye climax!",
/DC843E8A4828B0881624D494C080BC2B,"Awww... I'm blushing something heavy.",
/34C104D84D1D1734B9408FA6B2BDA125,Awww... meow... Cassie is sad now.,
/42666B4E478FE544AD7A4B91FD65DE82,"Aye don't stop 'lil human! It's thick and creamy... ahhh!",
/4C00C7F544226DAA1CBB4781B0CEB82F,"Aye, 'mai specialty is all things milk, and a quare good pair on me front. Bless me, hav'n jugs like these can really hurt 'mai back!",
/63ACAC1E4A5D5DFE164A168EAFEE76BC,"Aye, 'tis been countless years since anyone's been down there!",
/014BFFCA4F173DACEC2A00A8398888F4,"Aye, yer not leaving 'til you suck every last drop!",
/77E7C4FC4287147D1A10F5BD3D5F5081,"Bathe them of course, if they're dirty. Fortunately, @MONSTER_RACE@ are very clean naturally.",
/86705CF240B11C01C39F05BA7F02F512,"Be sure to look out for needy blessed @MONSTER_RACE@, just be vigilant as you venture around the world, you can't miss them!",
/E4F530D54D663ADF27773EB024081B52,Beautiful Pearl acquired.,
/3C6678BF441FA4DC09CD16B12864C86C,Beautiful Pearl was given away.,
/803D82954112367C37478B894372AB5A,Beautiful sex positions that break all norms.,
/C3445C514F78EFD7116EE28D6898079D,"Because of our sentience, it's forbidden to catch us. The temple deems it too much like slavery to captivate those whom are blessed.",
/6DCC52994B8322D169A47299585B1FFA,"Because this happens from the Void, there are a few limitations. However, it is a noble gesture.",
/4019AADD47513B243D987E8810645FAD,"Before you is an emissary of the Goddess, and your archangel servant. Let these words pierce your heart, for I speak on Her behalf.",
/78CDF8644EBD6AC1D95973BC03493786,Behold Sensual Heavens. There I dwell with lesser seraphim to observe @WORLD_NAME@.,
/0BD52B434C91C8F5172BC0BB8C1B00BA,"Behold, she is a loving servant of the Goddess, praise be Her name.",
/7BA3471A456AB33D0F6E1AB523E14EBC,"Believe it or not, I held back and could have drenched you with more kraken cum.",
